label,tweet,rekomendasi_makanan
anger,"[USERNAME] Well, common logic di Indonesia itu selalu perempuan yg salah. """"""""Coba kalo nggk ini, itu, bla bla bla"""""""". Sedangkan yang salah sebenarnya selalu pelaku, bukannya korban. Logcial fallacy."""";","Kentang goreng, Rujak buah, Nasi padang"
anger,"Tapi dia itu bule dong, menurut persepsi dia mungkin itu normal Bule bebas ngapain aja gitu? Ingin ku berkata kasar ... KASAR!!!!! [URL]"""";","Sup pedas, Kwetiau goreng, Keripik singkong"
anger,"anjiir via vallen digituin sm nih org dan dia casually cm blg """"""""are u angry"""""""" hmm emang hal kaya gitu sebiasa itu sih buat orang luar terutama asal negara2 eropa"""";","Martabak telur, Es jeruk, Bakwan jagung"
anger,"Tapi dia itu bule dong, menurut persepsi dia mungkin itu normal, dan gw yakin niatnya tidak untuk melecehkan Pemikiran begini yg bikin orang Indonesia diremehkan bule. Itu orang tipe klo ada bule minta foto pasti  Ingin ku berkata kasar ... KASAR!!!!! [URL]"""";","Gado-gado, Kebab, Lontong sayur"
fear,"[USERNAME] huhu iyaaa ini mikir keras banget dan ku jg ga dapet hasil yg sreg di bab 4 tuh, mana jum'at tuh uprak studi islam dari pagi, bisa bisaaa :"""""""""""";","Kue bolu, Muffin cokelat, Kerupuk putih"
sadness,"Iya yg diskrinsut itu mba boo. Para neto berhasil menemukan siapa org tersebut hanya bermodalkan gambar lengan wkwk. Iya sih mba, hal kaya gitu ga pantes dibuat becandaan"""";","Bubur ayam, Sayur bayam, Es krim stroberi"
fear,"Iya mba, netijen IG horor soalnya mainnya agak frontal ga cocok dikit bully. Pokoknya ga sepaham sama mereka itu dosa banget"""";","Tahu kuah, Puding roti, Bubur kacang hijau"
sadness,"[USERNAME] Via Vallen mendapatkan pelecehan seksual via DM instagram oleh pemain sepakbola asing tapi di klub lokal Dan, netizen malah blame the victim, again, dan sedih itu cewe-cewe juga yang nyalahin."""";","Nasi uduk, Oatmeal, Nasi putih & sayur"
anger,"[USERNAME] pelayanan CS di BRI Surabaya Pahlawan kenapa lama sekalii? Ini sudah 2 jam urutannya cuma jalan 10 nomor, yang 5 nomor kosong, berarti cuma melayani 5 orang dalam 2 jam."""";","Nasi goreng, Tahu bulat, Es campur"
anger,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Sampaikan juga informasi kegiatan dana desa, jangan hanya kirim hastag dan mantion saja"""";","Makaroni pedas, Telur balado, Roti isi telur"
happy,"[USERNAME] bismillah, happy bday kak! wuatb, gbu. smga selalu dilimpahi keberkahan, rezeki, kebahagiaan, umur yang bermanfaat dan sukses dunia akhirat. semoga cita2nya tercapai dan bisa membanggakan ortu, nusa, negara dan agama. aamiin! btw kita se-dom kak"""";","Kue tart, Bubble tea, Kue cokelat"
happy,"Dulu, kekosongan bersosialisasi di dunia nyata gw ekspresikan berbeda di dunia maya. Kebetulan dikenalin Mig33 sama adek. Langsung nyetem, orangnya ramah2."""";","Es kopi susu, Churros, Martabak manis"
happy,"gak berasa puasa sdh 20 Hari, & sbtr lagi lebaran,ada rasa sedih krn ramadhan akan meninggalkan kita, tapi ada rasa happy krn sbtr lagi kita akan lebaran,berkumpul bareng keluarga,saling memaafkan & kmbli fitrah...smg saya & kita semua akan bertemu lagi ramadhan 1440H/2019...AMIN"""";","Tteokbokki, Macaron, Ayam popcorn"
fear,"Main artificial neural network emang ngeri2 sedap. 3 hari stressfull karena akurasi pengujian dibawah 50%. Ubah berbagai parameter masih tetep jelek. Sempat ngira bakal fail karna datanya rusak, ternyata hidden layer nya kurang banyak."""";","Sup daging, Es cincau, Kue kastengel"
anger,"Terakhir dan mungkin bakal ada cerita unik lainnya. Kita provide pesan antar. Kita kasih special service yg deket sama kita gausah bayar ongkir. Giliran ongkir gratis, pesennya semena-mena. Bolak balik nganter around 3-4 kali padahal yg pesen orgnya jg di divisi yg sama. #mbuh"""";","Ayam bakar madu, Ayam geprek, Tempe mendoan"
anger,"#ILCBPIP Betul Prof suteki. Klo memang perlu Bpip itu didirikan.. Masa orangnya yg gk paham pancasila """""""" akhirat itu ramalan Masa depan"""""""".. ck ck.. politik balas Budi nihh.."""";","Bihun goreng, Roti isi telur, Mi goreng pedas"
sadness,"Saat sakit gigi dan sakit hati datang berbarengan rasanya kayak mau bilang.. """"""""Terima kasih loh Tuhan aku dikasih kesempatan langka begini :')"""";","Jus jeruk, Bubur ketan putih, Kue bugis"
happy,"Ya gini nih klo ada siluman bukber, fotonya kaga ada yang bener. Uda di sono paling lama, ditungguin sampe diliatin orang yang pada antre tetep aja anteng ngobrol ketawa ngakak. Ini nih pertemanan jastip terbhaiqq!"""";","Es kopi susu, Kebab daging, Ayam crispy"
love,"Saat kecil,mobil blm bisa smp rmh, hanya di ujung gang. Saat pulang malam dr luar kota dan aku ketiduran, ayah sering tak membangunkanku tp menggendongku sampai rmh..bahkan smp aku SD :("""";","Steak ayam, Kue bolu keju, Pudding cokelat susu"
sadness,"Libur mulai tgl 12 - 19..masuk tgl 20... Dpt data tgl 11(itu pun klo selesai semua), laporan tgl 20... Trus kapan aku ngerjainnya???? . . Adek sedih bang...adek ga isa diginiin..adek masih belajar kuat ma bang dylan... [URL]"""";","Sup ikan, Puding kopi, Kue mangkok"
fear,"Astaghfirullah, sepanjang jalur manggarai - jatinegara ternyata masih aja ada petjun2 berkeliaran di bulan puasa. Sing sabar shayy sing tahan subhanallah dehh aku aja setop dulu cape di gembyor trs huft"""";","Bolu pandan, Pisang kukus, Roti bakar selai kacang"
happy,"[USERNAME] [USERNAME] Terima kaaih pak Kwik,, itu juga pemikiran sy secara pribadi, trm ksh sdh d'sampaikan pd forum. Dan bgitu jg hal'y dg yg d'sAmpaikn oleh ibu sarumpait."""";","Nasi kuning, Donat, Kopi hazelnut"
happy,"Potong pepaya, leci, blueberry. Bikin overnight oatmeal dan madu. Seketika saya merasa sehat. . . . . Padahal dimakan aja belum~ Semua hanya fatamorganaaaaaaa.."""";","Kue tart, Cheesecake, Burger"
anger,"Gini ya, meskipun pelacur sekalipun gak ada kewenangan untuk laki-laki ngelecehin dia. Seorang pelacur melacur juga gak gratisan dan ada consent dari kedua belah pihak. This is why the worst enemy of feminim is women itself."""";","Bakso urat, Donat, Bakwan jagung"
anger,"bukan soal idolamu yang khilaf, bukan soal lebay si artis. ini soal sexual harrasement yang dijadiin komentar bercanda dan dianggap biasa aja. ah. sudahlah. semoga bukan kamu, atau orang yang kamu kenal yang diperlakukan begitu dulu, baru kamu sadar."""";","Cireng, Sambal goreng kentang, Pisang goreng"
anger,"[USERNAME] Sampai kapan ya,,terus apa kompensasi buat pelanggan dg kondisi ini, layanan speed sama saja malah jaringan sering lemot padahal kewajiban tagihan dibayar tepat waktu [USERNAME]"""";","Nugget ayam, Sup pedas, Bubur sumsum"
happy,"Happy Pendadaran [USERNAME] kamu hbs ini kerja yg di kantoran aja ya, jangan yg turun ke lapangan panas-panasan. Aku takut kamu tambah item. [URL]"""";","Es krim matcha, Kue cubit, Salad ayam"
anger,"Sebel banget deh kalo ada senior kerja yang kek gini Teh, tauuuuuuuu.... Teiung. Belom selesai nanya loh,udah di jawab, untung lagi ga pegang pisau."""";","Es teh manis, Gado-gado, Keripik singkong"
happy,"Kagak sih, kan tiap kali ku ada tugas atau ujian yangbeb selalu ada... Soalny kalo ga ada siapa yg bisa ditanya2.. dia mah kayak wikipedia berjalan, semua-mua tau.. aku mah apa atuh """";","Bubble tea, Roti keju, Kopi karamel"
happy,"Alhamdulillah persib menang, hati happy, tidur pun tenang. MVP malam ini adalah [USERNAME] yg ngebolehin nonton persib tanpa nge chat setelah seharian susah komunikasian gara2 kesibukan ade bedur """";","Kentang spiral, Milkshake stroberi, Pancake cokelat"
sadness,"Iyaaa kaaaann , selama pesantren semua kegiatannya tu berkesan sampe skg esq sampe malem banget tp tar pas muhasabah melek lg trus jd sedih kangen org tua"""";","Kue soes, Roti panggang, Sup jamur"
happy,"Alhamdullilah 3 point tandang, terima kasih [USERNAME] sehat terus [USERNAME] nuhun badag buat semua pendukung maung bandung resfect buat [USERNAME] #PersibDay"""";","Kue sus, French toast, Kopi susu"
anger,"[USERNAME] [USERNAME] [USERNAME] Ganti presiden tp gak punya presiden cm. Preseden, sadar bro klo sebut ganti presiden pks mungkin nti fahri yg ganti"""";","Kentang goreng, Pizza, Ayam geprek"
sadness,"Yang berat itu bukan rindu, dilan. Tapi ngerjain skripsi dengan berbagai pengalaman psikologi yang kurang baik. Katanya ada yang bilang tema dan judul yang saya ambil, sangat cocok dengan pengalaman pribadi saya. Bisa dikatakan iya juga bisa tidak sih."""";","Bolu kukus, Nasi rawon, Bolu karamel"
happy,"sukadeh sama temen yg ngetweet konten2 yang """"""""berwawasan"""""""" , apalagi di dunia nyata bisa share ilmu... jadi nyinyiran & kritikan bisa lebih bermanfaat & apalagi kalo nyambung ngomongnya... ga cm bahas lamtur & lipen aja"""";","Sate taichan, Smoothie, Brownies"
anger,"gue juga gak ada masalah dengan Gitasav ngomong tentang sexual harassment-nya dia, yang jadi masalah ketika dia bales DM-nya Helmi. She's rude."""";","Roti bakar cokelat, Ayam teriyaki, Jus jambu"
sadness,"H-10 __ Kamu saja yang kembali, biar aku tetap disini. Dia memilihmu, untuk apa kupaksa. Berbahagialah, karena aku tak akan mengganggu lagi. Berhappylah, bersama orang yang (katanya) kau cinta. Selasa, 5 Juni 2018 Berjan, Gebang, Purworejo 23:05 WIB"""";","Pisang rebus, Mie kuah, Roti cokelat"
happy,"Begitu diumumkan lulus 100%, mereka semua sujud syukur, dan langsung mengambil bunga...saat dia menghampiri, langsung memeluk & menciumku, air mata tak kuasa kubendung....""""""""mom, this is my birthday present for u.."""""""" [URL]"""";","Dimsum, Kue red velvet, Nugget keju"
anger,"Gurl, cma gara2 dia publishing chat sexual harassment dia yg menurut lu Alay, caper baper, lu sampe bawa2 masa lalu dia, Are u fvcking kidding me? pantes aja Indonesia ini banyak org yg ngalami pelecehan seksual lebih pilih diam aja, ya gmna netizen macam lu masih banyak."""";","Kerupuk udang, Es campur, Tahu bulat"
sadness,"[USERNAME] Ayah dari dulu sampai skrg bekerja pindah-pindah kota, saya merantau. Beberapa bulan lalu saya pulang ke Makassar, Ayah juga kebetulan pulang. tp tidak sempat ketemu, lalu di mnlpon mengajak makan bersama, saya tolak dgn alasan pergi bersama tm"""";","Sup tahu, Kacang tanah rebus, Roti gandum"
anger,"tolong nih gimana ya, kemarin beli di flash sale udah bayar terus dikabarin stocknya abis, emang kalo jualan ngga ngecek stock dulu apa? [USERNAME] [URL]"""";","Pecel lele, Burger ayam, Sosis bakar"
fear,"yaudah kalo emang belum berani potong rambut pendek ya nanti"""""""" aja kalo emang udah yakin dan bisa nyaman  Selamat beristirahat, jangan lupa berdoa Tidur yg nyenyak & mimpi yg indah Good night cit """";","Kolak pisang, Soto ayam, Mie kuah bening"
sadness,"lulusan sastra inggris macam apa yg ngomong bahasa inggrisnya """"""""curiga"""""""" dengan kata """"""""curious"""""""" !! yg bener kan """"""""suspicious"""""""" :((( uda untung gw ga ngomong """"""""delicious"""""""" yaallah S,S gw """";","Susu hangat, Teh tarik, Kue apem"
happy,"udah ah, tetep ariel tatum idolaquh. betapa banyak kata2 tidak pantas dari para netijen lelaki tapi doi stay calmdown. namanya public figure mah kudu setrong ya mbak ariel """";","Banana split, Spaghetti bolognese, Sate sapi"
anger,"kalian para wanita dgn mudah berkata: """"""""kami tdk butuh ketampanan, kami hanya butuh kenyamanan.."""""""" kami para pria berpikir keras setengah hidup: """"""""yakin cuk? apa kalau kami gak tampan kalian bisa nyaman? hah? hah? hah? wtf! bullshit!"""""""" hee ~ #relationshit"""";","Tahu isi, Pempek, Tumis kangkung"
sadness,"Ada banyak jenisnya, Ada yang rindu tp udah beda dunia. Ada yang rindu tp udah ga di arepin lg. Ada yang rindu tp gengsi berucap. Ada yang rindu tp jauh. Ada yang rindu tp untuk apaaa, untuk apa cinta tanpa pembuktian, untuk apa kita pertahankan bila sudah tak lagi cintaa"""";","Telur dadar, Cokelat batangan, Omelet sayur"
sadness,"Ini kaya gw kapan hari itu, seharian mantengin asian food channel, ngliatin makan sodap2. Ehhh sendirinya makan indomie sama ngemil krupuk gegara malas keluar kos"""";","Susu hangat, Kue apem, Puding kopi"
sadness,"Akhirnya, si laki2 menawarkan poligami. Awalnya baik-baik aja karena adil, tapi lama2 hati istri pertama selalu diperlakukan tidak adil, terutama oleh ibu dari suaminya. Istri pertama minta pisah tapi suami gamau memisahkan. Si istri pertama selalu ditindas."""";","Kue cucur, Teh tarik, Nasi rawon"
sadness,"Eh gimanasi rasanya dapet THR Enak ga? Semriwing2 gitu nga sik? Ceritain dikit dong gimana rasanya, selama idup 20 taon belum pernah dapet THR :((("""";","Roti isi pisang, Oatmeal, Kue mangkok"
sadness,"Besoknya mamak telpon. """"""""Kemaren bapakmu bandel kali, udah hujan lebat, maksa diri buat ke kota. Katanya ada rapat penting yg gak boleh tinggal, udah demam kayak gini baru tau rasa dia."""""""" Aaah ya Allah"""";","Bubur ketan putih, Sereal susu, Kacang rebus"
sadness,"Setelah mual2 krn telat bukaaa puasaa, Akhirnya nyampe rumah jg, setelah ampir 2 jam keliling2 sama abang grab keliling kampung krn dia ga mau lewat tol"""";","Es susu cokelat, Roti panggang, Nasi sop"
sadness,"Kadang secapek itu juga buat nahan hati buat gak blaming diri sendiri dan ngatain diri ini super bodoh dan mental tempe,tahu,risol berasa gorengan yg ampas-ampas gitu. Tapi gak boleh karena gimanapun juga diri ini udah bekerja keras berusaha"""";","Puding roti, Jus jeruk, Sup ayam"
anger,"Dari cerita yg aku baca itu, jujur aku sebel banget bacanya. Kenapa sih udah mau dipoligami tapi masih disiksa batinnya, kalau emang udah gabisa adil dilepasin aja. Dan buat mbak istri pertama mending pisah aja mbak, hidup free as a bird. Kadang gengsi mengalahkan hati."""";","Nasi padang, Lumpia, Pisang bakar"
sadness,"Di langitmu. Mungkin aku hanya bersinar sebagai bintang, memang terang, tapi aku hanya satu diantara ribuan pilihan. Aku cukup paham jika bagimu. Hilangku bukan masalah besar untukmu.."""";","Kacang tanah rebus, Nugget tahu, Sup tahu"
sadness,"klo org nanya deket gasih km sama abgmu ?. boro-boro deket, kelai mulu iya. sangking gak deketnya (akur) wkt awal kuliah disuruh serumah brg pernah berantem yg main fisik"""";","Kue bugis, Mie kuah, Omelet sayur"
sadness,"ingin rasanya saya mengulang seperti jaman kuliah, ada teman [USERNAME] yg mengajak di hari terakhir, tapi kalau kini sudah berbeda jarak dan setiap izinnya"""";","Bolu karamel, Es krim stroberi, Mie ayam"
anger,"[USERNAME] Udah mau lewat pejaten villagenya aja, eh mobil-mobil masuk mall nya itu ternyata ribet dan ngantri mengular sampe macetnya numpuk Sialan."""";","Nasi goreng, Makaroni pedas, Siomay"
happy,"Menikmati setiap denyut jantungku merasakan setiap hirup nafas ini,perlahan sadar setiap mata ini membuka dan kembali menutup. Rasakan, nikmati, renungkan,mulai Menutup mata, menghelai nafas panjang dan tersenyum, merasa tubuh ini seakan melayang lepas bersama seluruh nikmat-NYA"""";","Fruit tart, Es krim vanila, Sop buah"
sadness,"Gue punya Temen yg dibela-belain pinjem duwit ke kantor buat """"""""nyawer"""""""" THR itu, PINJEM, UTANG Demi gengsi diantara keponakan, paman, tante, dan saudara2nya"""";","Roti gandum, Bolu kukus, Roti lapis"
anger,"Otak kalo sudah bego mau apapun posisinya,apapun gelarnya tetap saja bego. Hrsnya otak diisi ilmu pengetahuan bukan diisi maaf..tai. [URL]"""";","Es jeruk, Ayam bakar madu, Kebab"
happy,"Sekarang begitu liat temen-temen pada lulus malah nangis terharu. Seneng aja liat orang-orang bisa lewatin fase tersulit hidup lengkap pake rintangan dengan cara yang uniQ bgt. Maaf yah buat temen2 yg dulu pas sidang ditangisin trus bilangnya gue sedih Karena ditinggal klean :"""""""""""""""")"""";","Croissant, Kue donat mini, Salad buah"
anger,"[USERNAME] LU KIRA SEMUA ORANG PAS NGENTOT SADAR DIKELUARIN DIDALEM, PAS LAGI ENAK-ENAKNYA SEMPET GTU MIKIR KELUAR DIDALEM APA ENGGAK YA? ANJIR INI GUA JADI DARAH TINGGI MASA :("""";","Kacang goreng, Teh herbal, Martabak telur"
anger,"[USERNAME] Betul betul mbah sya juga heran kok masih ada prof,kyai,dan buya yang mau dibawah rok siembok yang setahu saya selama sekolah tidak terdapat satupun tulisan ataupun artikel yang memuat jasa siembok terhadap negara"""";","Telur balado, Kwetiau goreng, Kol goreng"
sadness,"Sebenernya badan ini kurang sehat dibawa makam susah, keringet dingin dari pagi tapi dibawa sehat untuk d'bawel apalagi ada acha. karna janji udh lama. Udh ke toilet 5x ditahan kalo gk ditahan bakal lebih, hmmm."""";","Pisang goreng keju, Pisang rebus, Roti cokelat"
sadness,"Sampe rumah masuk2 dijudesin bokap bilang gini kamu lama2 kayak artis ya! Terus gw bingung.. lah ngapa Perasaan tadi brgkt cuman bedakan plus gincu arab an, karna emg ganiat mau kemana2.. (fyi gincu arab itu ga menor samsek kek natural gt) terus gw ngaca ajg kok gw menor bgt"""";","Sup jamur, Kue lumpur, Teh chamomile"
sadness,"Terus gw inget dong tadi mampir watsons namanya cewe ya gatel liat2 mekap trs nyoba2 tester tapi yg dicoba bedak, lipstik, blush on... ya jadilah gw menor kayak badut -_- Tapi pas tadi di watsonsnya kayak biasa aja pas udh kena cahaya rumah malah jadi menor bgt kek mau mangkal"""";","Nasi tim, Nasi putih & sayur, Kue talam"
happy,"Dulu nisanya masih cimit-cimit gak ngerti arti effort... Tapi sekarang, klean semuah membuatkuh bangga!!! Apalagi yang baru-baru pada lulus skrng pen bgt disembur satu-satu pake jampe-jampe buat selalu terjaga semangat berjuang ditengah badai2 kehidupan nantinya!"""";","Churros, Pie apel, Jus mangga"
sadness,"Dia sendiri pekerjaan OB di sekolah yg dipunyai Yayasan kecil2an, Maaan, dia ini kalo dilihat golongan yg wajib dapet zakat aja masih tipis2 masuk apa ga gitu"""";","Telur dadar, Cokelat panas, Teh hangat"
sadness,"Sebenernya badan ini kurang sehat dibawa makan susah, keringet dingin dari pagi tapi dibawa sehat untuk d'bawel apalagi ada acha. karna janji udh lama. Udh ke toilet 5x ditahan kalo gk ditahan bakal lebih, hmmm."""";","Kue pukis, Sayur bayam, Soto bening"
sadness,"Pas aktip di ig merasa twitter ini tempat melarikan diri. Pas lbh sering mencuit, merasa ig itu mall... aku dangkal, butuh hingar, mau di pasar"""";","Kue soes, Nasi uduk, Cokelat batangan"
sadness,"Akhir-akhir ini banyak orang pergi tanpa mengucap salam. Pergi, ditinggalkan, dan meninggalkan itu hal wajar, karena hidup ini bukan seperti simpul yang sekali terikat maka akan terikat selamanya. Keabadian tidak ada di dunia yang sekarang, mungkin di dunia selanjutnya."""";","Oatmeal, Sereal susu, Roti lapis"
happy,"Berita baik hari ini, Alhamdulillah Kim #KAI buka Instagram lagi. Karena dulu belum sempet jadi soel pas dia punya akun Amteun welcome back Mr. Ato #KaiOnInstagram [USERNAME] Also goodnite wangjanim [USERNAME]"""";","Milkshake karamel, Martabak manis, Kari Jepang"
